,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age_group,distance_group
78561,1,0,64,0,2,2409,4,3,5,4,5,5,5,5,1,3,1,5,4,5,0,0.0,1,2,1
78562,1,1,40,1,0,557,1,0,0,3,4,0,4,4,4,5,5,3,4,4,1,5.0,1,1,0
78563,0,0,27,0,2,1091,4,5,4,3,4,4,1,4,1,4,3,2,4,4,7,0.0,1,0,0
78564,1,0,29,1,0,1450,4,4,4,4,5,5,5,5,4,5,5,4,5,5,2,0.0,0,0,0
78566,1,0,68,0,1,399,4,4,4,5,4,4,1,4,4,4,5,5,4,4,4,4.0,1,2,0
78570,0,0,67,0,2,946,2,2,2,3,2,4,3,3,3,2,3,3,3,1,0,0.0,1,2,0
78572,1,0,47,1,0,2586,3,4,4,4,3,3,3,2,5,2,2,3,3,3,30,4.0,1,1,1
78573,0,0,59,1,0,3085,2,2,2,2,2,5,5,4,4,4,4,4,4,5,0,0.0,0,1,1
78574,0,0,52,0,2,551,3,2,2,3,1,3,3,1,1,2,1,2,1,4,0,0.0,1,1,0
78579,1,0,28,1,1,1162,4,3,3,3,4,4,4,4,3,2,2,2,2,4,0,0.0,1,0,0
78582,1,0,49,0,2,387,4,4,4,5,3,4,3,3,3,5,5,3,5,3,0,0.0,1,1,0
78583,0,0,27,0,2,213,2,0,0,4,3,0,2,3,3,5,5,3,4,3,0,0.0,1,0,0
78585,0,0,42,1,0,533,3,4,4,4,2,3,4,3,3,3,3,4,3,2,0,0.0,1,1,0
78588,0,0,43,1,0,2279,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0,0,1,1
78590,1,1,42,1,0,1009,2,2,2,3,2,2,2,2,5,2,5,5,4,2,10,0.0,1,1,0
78591,0,0,56,1,2,1096,2,2,2,2,5,3,3,2,2,2,2,4,2,4,8,0.0,1,1,0
78592,1,0,57,1,0,719,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0.0,0,1,0
78593,1,0,16,0,2,1075,5,2,5,3,4,5,4,4,3,5,3,2,4,4,0,0.0,0,0,0
78595,0,0,35,1,2,472,5,2,2,2,5,5,5,5,2,2,5,5,4,5,0,1.0,0,0,0
78599,1,0,42,1,0,3592,3,3,3,3,5,5,4,5,5,4,5,5,5,5,0,0.0,0,1,1
78601,1,1,23,1,2,179,4,0,4,1,1,4,1,1,4,1,3,3,3,1,0,0.0,1,0,0
78602,1,0,35,1,0,296,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0,0,0,0
78604,1,0,58,1,0,992,1,1,1,1,3,5,5,5,5,4,5,5,5,4,0,0.0,0,1,0
78605,1,1,23,1,0,216,0,0,0,4,1,0,1,1,3,5,5,3,4,1,0,0.0,0,0,0
78606,0,1,20,1,2,223,3,0,3,1,5,3,5,5,3,4,4,4,5,5,3,0.0,1,0,0
78607,1,0,31,0,2,2447,1,0,1,4,2,1,2,2,4,1,4,5,5,2,2,0.0,1,0,1
78609,1,1,27,1,0,678,1,1,1,4,3,1,3,3,5,3,5,5,5,3,0,0.0,1,0,0
78610,0,0,34,1,2,125,4,2,2,2,4,4,4,4,3,2,4,2,3,4,0,0.0,1,0,0
78611,0,0,55,1,0,356,1,1,1,1,3,4,5,5,5,4,5,5,5,4,4,0.0,0,1,0
78612,0,1,21,1,2,1416,1,1,1,3,2,1,2,2,2,4,5,3,4,2,16,5.0,1,0,0
78613,0,1,66,1,0,584,3,3,3,3,3,3,3,3,2,1,4,3,3,3,0,0.0,1,2,0
78614,1,0,63,1,0,468,3,3,3,3,5,4,4,5,5,5,5,3,5,3,1,0.0,0,2,0
78615,0,0,29,1,0,2133,4,4,4,4,2,2,2,2,3,5,4,4,4,2,5,0.0,0,0,1
78617,0,0,43,1,0,2430,5,5,5,5,5,4,4,5,5,5,4,3,5,3,3,6.0,0,1,1
78619,1,0,36,0,2,641,3,4,3,3,3,3,2,3,5,4,4,5,4,3,0,0.0,1,0,0
78620,0,0,33,1,0,3227,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,7.0,0,0,1
78623,0,1,29,1,0,1488,2,2,2,5,2,2,2,2,4,3,5,3,4,2,0,0.0,1,0,0
78624,0,0,45,0,1,612,1,4,1,5,5,4,4,3,3,1,4,4,3,4,0,0.0,1,1,0
78625,1,0,22,0,2,1635,3,2,3,4,4,3,4,4,3,3,4,4,3,4,30,7.0,1,0,1
78630,0,0,29,0,2,331,3,5,3,4,4,3,4,4,4,4,5,4,5,4,0,0.0,1,0,0
78634,1,1,25,1,2,577,3,3,3,4,2,3,2,2,3,4,4,3,4,2,6,0.0,1,0,0
78637,0,0,37,1,0,1910,5,5,5,5,5,4,4,3,3,4,3,4,3,5,6,0.0,0,0,1
78638,1,0,41,1,0,1440,1,1,1,1,2,4,4,2,2,2,2,4,2,3,5,0.0,0,1,0
78639,0,1,27,1,2,355,3,3,3,2,2,3,2,2,5,4,1,5,1,2,0,0.0,1,0,0
78642,1,0,41,1,0,2504,1,1,5,1,4,4,5,4,4,4,4,5,4,5,0,0.0,0,1,1
78644,1,0,40,0,2,309,1,5,1,3,3,1,3,3,3,3,5,4,4,3,0,0.0,1,1,0
78645,0,1,34,1,2,507,1,1,1,4,3,1,3,3,3,1,3,2,3,3,0,0.0,1,0,0
78646,1,0,38,0,2,1246,5,5,5,5,4,5,4,4,4,4,5,3,5,4,0,0.0,0,0,0
78648,1,1,26,1,0,632,3,4,4,1,1,4,1,1,4,3,5,4,4,1,3,0.0,1,0,0
78650,0,0,32,0,2,1744,3,0,3,2,5,3,5,5,3,2,5,4,5,5,0,0.0,1,0,1
78651,1,1,26,1,2,862,4,4,4,4,2,4,4,2,3,1,4,2,3,2,23,12.0,1,0,0
78652,1,0,16,0,2,1927,4,4,4,3,1,4,1,1,5,5,3,3,4,1,0,0.0,0,0,1
78653,0,0,48,1,0,2812,1,4,4,4,5,4,3,1,1,1,1,3,1,2,0,0.0,1,1,1
78654,0,0,35,1,2,1235,4,4,5,4,4,4,4,4,4,4,2,5,4,4,0,0.0,0,0,0
78656,1,0,43,1,0,2232,2,4,4,4,4,4,3,3,3,3,2,2,3,4,0,0.0,1,1,1
78660,1,0,60,1,1,667,4,2,3,3,4,4,4,4,5,1,1,3,1,4,1,0.0,0,2,0
78661,0,0,35,1,2,143,3,2,1,2,3,4,3,3,3,1,2,5,4,3,3,0.0,0,0,0
78662,0,0,46,0,2,226,3,4,3,3,5,5,4,4,4,3,4,3,4,5,0,0.0,1,1,0
78663,0,0,17,1,2,280,2,3,3,3,2,2,3,2,4,2,4,2,4,2,0,0.0,1,0,0
78664,1,0,58,1,0,1199,2,3,3,3,1,4,3,2,2,3,2,4,2,4,0,0.0,1,1,0
78667,1,0,65,0,2,562,3,4,3,4,2,3,2,2,5,5,4,5,5,2,0,0.0,1,2,0
78668,1,1,62,1,2,545,4,4,4,3,1,4,1,1,1,1,3,4,4,1,0,6.0,1,2,0
78669,0,0,45,0,2,214,3,2,3,4,5,3,4,1,1,3,1,3,1,4,0,0.0,1,1,0
78671,1,0,14,0,2,1045,4,1,4,3,1,4,1,1,2,4,2,2,3,1,0,0.0,1,0,0
78672,0,0,11,0,2,862,2,3,2,3,1,2,1,1,1,1,4,4,3,1,7,0.0,1,0,0
78674,1,1,25,1,2,965,3,3,3,5,1,3,1,1,1,2,5,3,1,1,0,0.0,1,0,0
78680,1,0,45,1,0,594,1,4,4,4,4,4,4,1,1,1,1,3,1,4,0,0.0,1,1,0
78681,1,0,12,0,2,438,1,5,1,4,2,1,2,2,5,3,4,4,3,2,0,1.0,1,0,0
78682,0,0,37,0,2,529,3,4,3,1,4,3,4,4,4,4,5,5,5,4,0,0.0,1,0,0
78683,0,1,22,1,0,601,5,4,5,3,1,5,1,1,4,3,4,3,4,1,0,0.0,0,0,0
78684,1,0,60,0,2,238,1,4,1,2,2,1,2,2,4,2,4,5,4,2,2,0.0,1,2,0
78685,0,0,52,1,0,545,5,5,5,5,5,5,4,3,3,3,3,4,3,5,0,0.0,0,1,0
78686,1,0,63,1,0,3729,1,1,5,1,3,4,5,4,4,4,4,5,4,4,0,0.0,0,2,1
78688,0,0,41,1,0,1389,5,5,5,5,5,4,4,3,3,3,3,3,3,5,0,0.0,0,1,0
78689,0,0,46,0,2,236,2,5,2,4,4,2,4,2,2,2,2,3,2,5,0,0.0,1,1,0
78691,1,0,56,1,0,1765,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0,0,1,1
78692,0,0,44,0,2,308,4,4,2,1,2,2,2,3,3,2,3,4,3,2,0,0.0,1,1,0
78694,1,0,30,0,2,328,3,0,3,2,4,3,4,4,3,5,4,4,5,4,0,0.0,1,0,0
78695,0,0,47,1,0,294,2,2,2,2,4,4,5,5,5,4,5,3,5,5,0,0.0,0,1,0
78696,1,1,37,1,2,404,3,4,3,4,4,3,4,4,1,4,3,3,3,4,10,6.0,1,0,0
78697,0,0,18,0,2,888,2,5,2,4,4,2,4,4,3,2,4,3,4,4,14,0.0,1,0,0
78698,0,0,66,0,2,1171,2,5,2,4,5,5,4,3,3,2,3,3,3,5,7,0.0,1,2,0
78700,0,0,65,0,2,414,0,3,0,4,3,3,3,3,3,0,3,4,3,2,0,0.0,0,2,0
78702,0,0,55,1,2,1075,4,3,3,3,1,3,4,4,4,4,4,5,4,4,2,1.0,0,1,0
78703,0,0,42,1,0,3558,0,0,0,3,2,3,1,3,3,3,3,5,3,2,0,0.0,0,1,1
78705,0,1,23,1,2,1068,1,1,1,3,5,1,5,5,2,3,4,3,2,5,0,0.0,1,0,0
78706,0,0,55,1,0,971,1,3,3,3,4,1,1,1,1,1,1,3,1,2,15,0.0,1,1,0
78707,0,0,9,0,2,1208,4,1,4,4,1,4,1,1,1,5,3,2,3,1,0,0.0,1,0,0
78710,0,1,22,1,2,337,3,0,3,5,1,3,1,1,5,5,4,3,4,1,0,0.0,1,0,0
78711,0,0,39,1,0,748,2,4,4,4,4,4,3,2,2,2,2,4,2,4,21,9.0,1,0,0
78712,1,0,47,1,0,2233,4,4,4,4,5,5,5,5,5,5,4,4,5,4,0,3.0,0,1,1
78716,0,0,15,1,0,2117,1,1,1,1,3,4,3,3,3,4,5,5,5,3,0,0.0,0,0,1
78719,1,1,57,1,0,1133,3,4,4,3,4,3,3,4,4,1,3,3,5,4,0,0.0,1,1,0
78720,1,0,41,0,2,304,4,4,4,3,5,4,5,5,5,4,5,4,4,5,2,6.0,0,1,0
78721,1,0,42,1,0,920,2,4,4,4,5,2,3,2,2,2,2,3,2,4,0,0.0,1,1,0
78722,0,0,10,0,2,2174,2,3,2,3,4,2,4,4,4,3,3,2,4,4,0,4.0,1,0,1
78724,0,0,31,1,0,2684,3,3,3,3,4,4,4,4,3,4,4,4,5,4,0,5.0,0,0,1
78726,1,0,56,0,2,449,1,5,1,1,4,1,4,4,5,3,5,5,5,4,0,0.0,1,1,0
78727,1,0,35,0,2,696,3,4,3,4,5,3,4,5,5,2,5,5,4,5,6,0.0,1,0,0
78729,1,0,53,0,2,2172,3,4,3,3,3,3,3,3,5,2,5,4,4,3,0,0.0,1,1,1
78730,1,0,60,0,2,1626,2,3,2,1,2,2,2,2,2,3,5,4,5,2,0,0.0,1,2,1
78731,0,0,54,0,1,2504,4,1,3,3,3,5,5,4,4,3,4,5,2,5,0,0.0,1,1,1
78732,1,1,27,1,0,216,4,4,4,5,4,4,4,4,2,1,4,4,1,4,0,0.0,0,0,0
78733,0,0,51,0,2,468,1,3,1,4,4,5,4,4,4,1,4,4,4,3,0,0.0,1,1,0
78734,0,0,20,0,2,237,2,5,2,4,2,2,2,2,5,5,4,3,4,2,0,0.0,1,0,0
78736,1,0,23,1,0,956,2,2,2,2,4,4,4,4,5,3,5,5,4,4,0,0.0,0,0,0
78737,0,0,26,0,2,429,3,3,5,3,2,5,2,2,3,5,2,4,3,2,0,1.0,1,0,0
78738,1,0,51,1,0,862,5,5,4,5,3,5,5,4,4,4,4,4,4,5,0,0.0,0,1,0
78739,1,1,42,1,2,395,2,1,2,1,2,2,2,2,1,4,2,3,2,2,0,0.0,1,1,0
78740,0,0,38,0,2,738,3,5,3,1,2,3,2,2,4,4,5,4,4,2,0,0.0,1,0,0
78741,0,0,41,1,0,2413,1,1,1,1,5,5,4,3,3,2,3,4,3,5,0,0.0,0,1,1
78742,0,0,53,1,0,2911,4,4,4,4,2,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1
78744,1,0,29,1,1,844,0,0,0,1,1,0,1,1,1,2,4,5,5,1,0,0.0,0,0,0
78745,1,0,41,1,2,145,5,2,2,2,5,5,5,5,1,3,3,2,4,5,0,0.0,0,1,0
78746,0,0,18,0,2,479,1,5,1,2,2,1,4,2,4,4,3,4,3,2,0,0.0,1,0,0
78747,1,1,18,1,2,444,2,2,3,4,3,3,3,3,2,2,3,4,4,3,14,7.0,1,0,0
78748,1,0,51,1,1,209,2,5,3,5,1,2,1,1,3,1,2,3,1,1,0,0.0,0,1,0
78749,0,0,33,1,0,2257,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0,0,0,1
78752,0,0,47,0,2,448,4,5,5,3,2,4,5,3,3,5,3,3,3,4,0,0.0,1,1,0
78753,1,1,30,1,2,1999,3,2,2,2,3,3,3,3,3,5,1,3,2,3,4,0.0,1,0,1
78754,0,1,38,1,0,930,3,3,3,3,1,3,1,1,5,4,4,5,4,1,1,0.0,1,0,0
78756,1,1,23,1,2,944,1,1,1,4,3,1,3,3,1,5,4,3,4,3,0,8.0,1,0,0
78759,0,0,50,1,0,2582,5,5,5,5,2,4,4,4,4,4,4,3,4,3,6,2.0,0,1,1
78760,0,0,63,1,2,862,4,5,5,5,1,2,1,4,4,4,4,3,4,3,0,0.0,0,2,0
78761,0,0,27,0,2,964,1,4,1,4,2,1,2,2,5,3,4,4,5,2,0,0.0,1,0,0
78762,0,0,56,1,0,214,3,3,3,3,5,5,4,4,4,4,5,3,4,3,4,5.0,0,1,0
78763,1,0,61,0,1,1619,3,5,3,2,1,3,1,1,4,5,5,5,5,1,4,0.0,1,2,1
78766,1,1,23,1,0,1524,5,5,5,2,5,5,5,5,3,2,5,5,4,5,0,0.0,0,0,1
78767,0,0,45,1,1,1416,2,4,4,4,5,4,3,2,2,2,2,2,2,3,4,0.0,1,1,0
78768,1,0,54,1,0,645,4,4,4,4,3,4,5,2,2,2,2,4,2,4,0,3.0,0,1,0
78769,1,0,22,1,0,1591,4,4,4,4,2,2,2,2,3,3,5,3,5,2,0,0.0,0,0,1
78770,0,0,36,1,0,1440,2,2,4,2,3,4,4,5,5,5,5,4,5,4,0,0.0,0,0,0
78772,1,1,40,1,0,302,4,4,4,5,5,4,5,5,3,5,4,3,5,5,17,10.0,0,1,0
78774,1,1,22,1,0,507,0,0,0,1,3,0,3,3,4,2,5,4,4,3,9,3.0,0,0,0
78776,1,0,28,1,0,1598,5,5,5,5,4,4,4,4,5,4,5,5,5,4,0,0.0,0,0,1
78777,1,0,42,1,0,2465,1,1,1,1,3,3,5,4,4,4,3,4,4,5,0,3.0,0,1,1
78778,0,1,36,1,0,1055,4,4,4,4,1,4,1,1,4,4,4,5,5,1,0,0.0,1,0,0
78780,1,0,58,1,0,2043,4,4,4,4,3,5,4,4,4,5,4,4,4,3,0,0.0,0,1,1
78783,0,0,59,1,1,290,1,0,0,3,3,4,4,2,2,1,2,3,2,3,12,11.0,1,1,0
78784,0,0,58,1,0,550,3,3,3,3,3,4,4,2,2,2,2,5,2,5,0,0.0,0,1,0
78785,1,0,25,1,0,2944,4,4,4,4,4,4,4,4,3,5,2,3,3,4,0,0.0,0,0,1
78786,1,0,69,0,2,143,1,5,1,1,3,1,3,3,5,5,3,5,5,3,0,0.0,1,2,0
78790,1,0,57,1,0,2704,3,3,3,3,3,5,4,2,2,2,2,5,2,4,6,0.0,0,1,1
78791,1,0,56,1,0,2099,2,2,2,2,5,5,5,4,4,4,4,4,4,4,0,1.0,0,1,1
78793,0,0,37,0,2,151,3,4,0,5,5,0,5,5,4,3,4,4,4,5,0,0.0,1,0,0
78794,0,0,49,1,2,431,2,3,3,3,3,3,4,2,2,2,2,2,2,3,0,0.0,1,1,0
78795,0,0,41,0,2,425,4,0,2,5,3,2,3,3,4,4,5,5,4,3,0,0.0,1,1,0
78796,1,0,14,0,2,1781,3,4,3,2,3,3,3,3,3,3,3,3,5,3,18,2.0,1,0,1
78797,1,0,56,0,0,373,1,5,1,1,2,4,5,2,2,1,2,3,2,4,0,0.0,1,1,0
78798,0,0,27,0,2,1379,3,5,3,5,2,3,2,2,5,2,4,5,5,2,22,0.0,1,0,0
78799,0,0,46,1,2,592,4,1,1,1,2,2,2,4,4,4,4,2,4,3,1,0.0,1,1,0
78800,0,1,38,1,2,525,1,0,1,5,5,1,5,5,5,3,4,4,4,5,0,0.0,1,0,0
78801,0,0,40,1,0,2165,3,3,3,3,4,3,5,4,4,4,4,4,4,3,0,0.0,0,1,1
78802,1,0,39,1,2,425,3,4,4,4,3,3,3,3,2,4,3,3,2,3,0,0.0,1,0,0
78803,1,0,44,0,2,1188,3,4,4,3,1,4,1,1,3,5,5,3,5,1,0,0.0,1,1,0
78805,0,0,58,1,0,1736,4,4,5,4,5,4,4,5,5,5,5,4,5,3,7,5.0,0,1,1
78806,1,0,55,1,0,3528,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1
78809,1,0,45,1,0,1514,3,3,2,3,3,4,5,4,4,4,4,4,4,3,0,0.0,0,1,1
78810,0,0,14,0,2,2917,3,2,3,2,3,3,3,3,2,3,2,2,2,3,0,0.0,1,0,1
78812,1,0,57,0,2,77,2,5,2,3,5,2,5,5,3,2,5,4,4,5,0,0.0,1,1,0
78813,1,1,39,1,0,277,4,4,4,1,3,4,3,3,4,4,4,3,4,3,0,0.0,0,0,0
78815,0,0,33,1,0,2763,3,3,3,3,5,4,5,5,5,5,5,4,5,4,12,10.0,0,0,1
78817,1,0,42,0,2,1773,3,3,3,3,5,3,5,5,4,2,3,3,4,5,0,0.0,1,1,1
78820,0,0,38,0,2,86,1,5,1,3,3,1,3,3,1,2,2,3,2,3,6,0.0,1,0,0
78822,0,0,46,1,0,1411,1,1,1,1,3,5,4,5,5,5,5,5,5,3,0,0.0,0,1,0
78824,1,0,47,1,0,539,5,5,5,5,2,4,4,3,3,3,3,4,3,5,8,2.0,0,1,0
78825,0,0,18,0,2,431,1,5,3,2,4,3,4,4,4,3,4,3,4,4,0,11.0,1,0,0
78826,0,0,18,1,0,2134,4,4,4,4,5,5,5,5,3,2,4,4,5,5,0,11.0,0,0,1
78827,0,0,53,1,2,468,4,1,4,1,5,2,5,4,4,4,4,5,4,5,0,0.0,0,1,0
78828,0,0,62,1,0,2679,3,4,2,4,4,2,3,3,3,3,3,3,3,1,11,7.0,1,2,1
78829,1,1,23,1,2,333,4,0,5,3,4,5,4,4,4,3,4,4,4,4,2,0.0,0,0,0
78831,0,0,46,0,1,1199,2,3,2,1,1,1,2,3,3,2,3,3,3,4,0,4.0,1,1,0
78832,1,0,63,1,0,416,3,1,1,1,3,4,3,3,3,3,3,2,3,4,0,0.0,1,2,0
78834,1,0,52,1,0,628,1,1,5,1,3,4,5,3,3,3,3,5,3,4,0,0.0,0,1,0
78836,0,1,26,1,0,802,0,0,0,1,2,0,2,2,4,4,5,5,4,2,0,0.0,0,0,0
78839,0,0,19,1,0,3000,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,0.0,0,0,1
78840,0,1,24,1,2,1416,2,3,3,1,1,2,1,1,3,4,5,3,5,1,12,0.0,0,0,0
78841,1,0,54,1,0,3399,5,5,5,5,5,5,5,4,4,5,4,5,4,5,0,0.0,0,1,1
78843,0,0,44,1,0,280,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,0,1,0
78845,1,0,30,0,2,921,3,2,3,3,1,3,1,1,2,4,2,4,3,1,0,0.0,1,0,0
78846,1,0,42,1,0,2399,1,1,1,1,3,5,4,4,4,4,4,3,4,5,6,0.0,0,1,1
78847,0,0,40,0,2,2218,3,5,3,1,2,3,3,2,1,4,2,4,5,2,1,0.0,1,1,1
78849,1,0,32,0,1,484,2,0,3,3,5,3,5,5,5,4,5,5,4,5,0,0.0,1,0,0
78850,0,0,14,0,2,184,1,4,0,3,5,0,5,5,3,3,5,5,5,5,0,0.0,1,0,0
78851,0,0,13,1,0,2018,5,5,5,5,3,3,3,3,1,1,5,2,2,3,0,5.0,0,0,1
78853,1,0,41,0,2,2116,4,5,4,3,1,4,1,1,2,1,4,2,5,1,1,0.0,1,1,1
78854,1,0,53,1,0,1389,1,2,2,2,4,4,3,1,1,1,1,4,1,3,0,9.0,1,1,0
78855,1,0,42,1,0,546,2,2,2,2,5,4,4,4,4,4,4,4,4,3,0,0.0,0,1,0
78857,1,0,13,0,2,163,3,5,3,1,4,3,4,4,4,2,3,4,1,4,0,0.0,1,0,0
78859,0,0,51,1,0,1005,3,3,2,3,3,5,4,4,4,4,4,4,4,4,8,5.0,0,1,0
78862,1,0,43,0,2,1357,3,2,3,3,5,3,5,5,3,4,4,2,3,5,6,7.0,1,1,0
78864,1,0,41,1,0,3728,0,0,0,3,2,5,4,2,2,2,2,5,2,5,3,0.0,0,1,1
78865,0,0,22,1,0,3278,5,5,5,5,5,5,5,5,3,2,4,4,4,5,15,5.0,0,0,1
78866,0,0,24,0,2,546,2,5,2,1,2,2,2,2,2,1,3,5,5,2,0,0.0,1,0,0
78870,0,0,19,0,2,1174,3,5,3,4,2,3,2,2,4,2,5,3,4,2,0,0.0,1,0,0
78873,0,0,26,1,0,2274,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0,0.0,1,0,1
78874,1,0,45,0,2,1626,4,3,4,3,1,4,1,1,4,2,3,3,4,1,0,0.0,1,1,1
78875,1,0,35,1,2,230,5,2,2,2,5,5,5,5,3,1,3,5,1,5,0,0.0,0,0,0
78876,1,0,45,1,0,1621,5,5,5,5,2,5,4,2,2,2,2,4,2,4,0,0.0,0,1,1
78877,1,0,43,1,0,1832,2,1,4,4,3,3,3,2,2,2,2,3,2,3,0,1.0,1,1,1
78878,0,0,40,0,2,775,3,3,3,3,3,3,3,3,1,4,4,4,4,3,5,6.0,1,1,0
78882,0,0,36,1,0,581,4,1,2,1,2,3,3,4,4,4,4,4,4,4,0,0.0,1,0,0
78883,0,0,36,1,1,399,5,1,1,1,5,5,5,5,2,2,1,5,3,5,14,3.0,0,0,0
78885,0,0,37,1,0,933,3,3,3,3,5,5,2,4,4,4,4,4,4,5,0,0.0,0,0,0
78887,0,0,49,1,0,628,1,1,3,1,3,4,5,5,5,5,5,3,5,5,7,2.0,0,1,0
78888,1,0,30,0,2,351,2,4,2,3,4,2,4,4,3,2,4,3,5,4,0,11.0,1,0,0
78891,1,0,54,1,0,2488,3,3,3,3,3,4,5,3,3,4,3,5,3,4,0,0.0,0,1,1
78892,1,0,27,1,1,156,3,1,1,1,3,3,3,3,2,4,4,4,3,3,0,9.0,1,0,0
78894,0,0,63,0,2,2218,3,4,3,2,3,4,4,3,3,3,5,5,3,5,0,0.0,1,2,1
78895,1,0,9,0,2,985,5,4,5,3,1,5,1,1,4,2,4,3,5,1,0,0.0,0,0,0
78897,1,0,35,1,0,2396,5,5,3,5,4,4,5,5,5,5,5,3,5,5,0,0.0,0,0,1
78898,1,0,38,1,0,1164,2,2,2,2,3,5,5,4,4,4,4,4,4,3,15,3.0,0,0,0
78899,1,0,31,1,0,500,3,3,3,3,3,4,3,3,4,4,4,5,5,3,0,1.0,0,0,0
78900,0,1,24,1,0,1440,4,0,4,1,2,4,3,2,4,2,5,4,4,2,0,0.0,0,0,0
78903,0,0,59,1,0,2806,5,5,5,5,4,4,5,5,5,5,5,4,5,4,0,0.0,0,1,1
78904,1,0,51,1,0,1400,3,3,3,3,3,5,4,4,4,4,4,5,4,4,8,0.0,0,1,0
78906,0,0,33,0,2,583,1,4,1,4,5,1,5,5,4,1,4,4,3,5,0,0.0,1,0,0
78909,1,0,52,1,0,1965,4,4,4,4,4,5,4,5,5,5,5,4,5,4,0,0.0,0,1,1
78910,0,0,16,1,1,1189,5,2,2,2,5,4,2,5,2,3,3,2,4,5,0,0.0,1,0,0
78911,0,0,55,1,0,1794,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0.0,0,1,1
78912,1,0,26,0,2,641,3,5,3,1,3,3,3,3,3,3,5,3,5,3,0,0.0,1,0,0
78914,0,0,57,1,0,227,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,0,1,0
78915,0,1,21,1,2,152,1,1,1,3,2,1,2,2,2,2,4,3,4,2,0,0.0,1,0,0
78917,1,0,42,1,0,1995,1,1,2,1,5,5,5,4,4,4,4,5,4,4,0,0.0,0,1,1
78919,1,0,45,1,0,2936,3,2,2,2,3,3,3,3,3,3,3,4,3,2,3,0.0,1,1,1
78924,1,0,48,1,0,1724,1,4,4,4,4,3,4,1,1,1,1,3,1,1,15,9.0,1,1,1
78927,1,0,18,0,2,432,4,5,4,2,3,4,3,3,4,4,4,4,4,3,0,0.0,1,0,0
78928,0,0,39,0,1,247,3,4,3,3,3,3,3,3,4,2,4,4,4,3,0,0.0,1,0,0
78930,1,0,47,0,2,639,3,4,3,4,3,3,5,3,3,5,5,4,5,3,0,0.0,1,1,0
78934,1,0,55,1,2,509,3,4,4,4,3,3,3,3,2,2,4,3,3,3,0,0.0,1,1,0
78935,1,0,40,0,2,1440,1,5,1,3,5,1,5,5,5,3,4,3,5,5,0,0.0,1,1,0
78936,1,0,16,0,2,1050,2,4,2,5,1,2,1,1,3,3,5,5,5,1,0,0.0,1,0,0
78938,1,0,39,0,2,409,2,4,2,1,2,2,2,2,3,4,5,3,4,2,0,0.0,1,0,0
78941,1,0,56,1,0,3018,3,2,2,2,3,4,4,3,3,3,3,4,3,2,0,0.0,1,1,1
78943,0,0,30,1,0,1205,2,2,2,2,5,5,5,5,5,5,5,4,5,5,1,4.0,0,0,0
78944,1,0,54,0,2,837,2,4,2,1,2,2,2,2,4,5,4,4,4,2,11,0.0,1,1,0
78945,1,0,39,1,0,1303,3,1,1,1,2,4,4,3,3,3,3,2,3,3,0,0.0,1,0,0
78948,1,0,56,1,0,2414,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,0,1,1
78950,0,1,25,1,0,580,2,0,3,3,5,3,5,5,4,3,5,3,4,5,0,0.0,1,0,0
78951,1,0,47,0,2,1045,1,2,1,3,3,1,3,3,3,2,4,2,4,3,0,0.0,1,1,0
78953,0,1,59,1,0,239,3,4,4,3,2,3,2,2,3,4,4,4,4,2,0,0.0,1,1,0
78954,1,0,44,1,0,2296,1,1,2,1,2,5,4,4,4,4,4,4,4,5,6,0.0,0,1,1
78956,0,0,37,1,0,3603,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0.0,0,0,1
78957,0,0,25,1,1,563,5,2,2,2,5,5,5,5,1,3,4,4,2,5,6,6.0,0,0,0
78958,1,0,23,1,0,406,3,2,2,2,3,3,3,3,3,2,4,3,3,3,1,0.0,1,0,0
78959,1,0,37,0,1,1303,3,4,3,3,4,3,4,4,4,3,3,3,4,4,0,0.0,1,0,0
78961,0,1,35,1,2,409,2,2,2,2,5,2,5,5,4,4,2,3,2,5,12,9.0,1,0,0
78963,0,1,36,1,0,473,3,3,3,4,4,3,4,4,5,5,5,4,4,4,14,5.0,1,0,0
78966,0,0,38,1,2,163,4,4,4,4,4,4,4,4,4,5,4,2,3,4,0,8.0,0,0,0
